threshold,tp,fp,fn,tn,precision,recall,f1,accuracy,fpr,false_alarms_per_day
0.9149999999999999,0,0,219,3958,0.0,0.0,0.0,0.94757002633469,0.0,0.0
0.9199999999999998,0,0,219,3958,0.0,0.0,0.0,0.94757002633469,0.0,0.0
0.9249999999999998,0,0,219,3958,0.0,0.0,0.0,0.94757002633469,0.0,0.0
0.9299999999999998,0,0,219,3958,0.0,0.0,0.0,0.94757002633469,0.0,0.0
0.9349999999999998,0,0,219,3958,0.0,0.0,0.0,0.94757002633469,0.0,0.0
0.9399999999999998,0,0,219,3958,0.0,0.0,0.0,0.94757002633469,0.0,0.0
0.9449999999999998,0,0,219,3958,0.0,0.0,0.0,0.94757002633469,0.0,0.0
0.9499999999999998,0,0,219,3958,0.0,0.0,0.0,0.94757002633469,0.0,0.0
0.9549999999999998,0,0,219,3958,0.0,0.0,0.0,0.94757002633469,0.0,0.0
0.9599999999999999,0,0,219,3958,0.0,0.0,0.0,0.94757002633469,0.0,0.0
0.9649999999999999,0,0,219,3958,0.0,0.0,0.0,0.94757002633469,0.0,0.0
0.9699999999999999,0,0,219,3958,0.0,0.0,0.0,0.94757002633469,0.0,0.0
0.9749999999999999,0,0,219,3958,0.0,0.0,0.0,0.94757002633469,0.0,0.0
0.9799999999999999,0,0,219,3958,0.0,0.0,0.0,0.94757002633469,0.0,0.0
0.9849999999999999,0,0,219,3958,0.0,0.0,0.0,0.94757002633469,0.0,0.0
