phase,strategy,window_k,decay_lambda,use_fusion,use_decay,physics_bounds_mode,anomaly_score,smoothing_window,threshold_mode,auroc,auroc_ci_lo,auroc_ci_hi,auprc,best_f1,best_threshold,best_precision,best_recall,false_alarm_rate_per_day,auroc_fused_u,auroc_fused_d,auroc_max_d,auroc_max_u,auroc_mean_u,auroc_composite_ud,f1_at_f1opt,f1_at_q90,f1_at_q95,f1_at_q99,prec_at_q95,rec_at_q95,fpr_at_q95,prec_at_q99,rec_at_q99,fpr_at_q99
hyperparam,historical,1,0.5,True,True,calibration_percentile,fused_u,1,f1_optimal_eval,0.7347,0.7034,0.7646,0.11,0.2086,0.465,0.1247,0.6393,5.9606,0.7347,0.8067,0.8067,0.7347,0.619,0.8045,0.2086,0.1106,0.115,0.1176,0.0612,0.9543,0.8103,0.0627,0.9452,0.782
hyperparam,historical,1,0.5,False,True,calibration_percentile,fused_u,1,f1_optimal_eval,0.7347,0.7034,0.7646,0.11,0.2086,0.465,0.1247,0.6393,5.9606,0.7347,0.8067,0.8067,0.7347,0.619,0.8045,0.2086,0.1106,0.115,0.1176,0.0612,0.9543,0.8103,0.0627,0.9452,0.782
hyperparam,historical,1,1.0,True,True,calibration_percentile,fused_u,1,f1_optimal_eval,0.7347,0.7034,0.7646,0.11,0.2086,0.465,0.1247,0.6393,5.9606,0.7347,0.8067,0.8067,0.7347,0.619,0.8045,0.2086,0.1106,0.115,0.1176,0.0612,0.9543,0.8103,0.0627,0.9452,0.782
hyperparam,historical,1,1.0,False,True,calibration_percentile,fused_u,1,f1_optimal_eval,0.7347,0.7034,0.7646,0.11,0.2086,0.465,0.1247,0.6393,5.9606,0.7347,0.8067,0.8067,0.7347,0.619,0.8045,0.2086,0.1106,0.115,0.1176,0.0612,0.9543,0.8103,0.0627,0.9452,0.782
hyperparam,historical,1,2.0,True,True,calibration_percentile,fused_u,1,f1_optimal_eval,0.7347,0.7034,0.7646,0.11,0.2086,0.465,0.1247,0.6393,5.9606,0.7347,0.8067,0.8067,0.7347,0.619,0.8045,0.2086,0.1106,0.115,0.1176,0.0612,0.9543,0.8103,0.0627,0.9452,0.782
hyperparam,historical,1,2.0,False,True,calibration_percentile,fused_u,1,f1_optimal_eval,0.7347,0.7034,0.7646,0.11,0.2086,0.465,0.1247,0.6393,5.9606,0.7347,0.8067,0.8067,0.7347,0.619,0.8045,0.2086,0.1106,0.115,0.1176,0.0612,0.9543,0.8103,0.0627,0.9452,0.782
hyperparam,historical,3,0.1,True,True,calibration_percentile,fused_u,1,f1_optimal_eval,0.8253,0.7889,0.86,0.3448,0.5293,0.255,0.5041,0.5571,0.7276,0.8253,0.845,0.8149,0.7286,0.6468,0.8426,0.5293,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hyperparam,historical,3,0.1,False,True,calibration_percentile,fused_u,1,f1_optimal_eval,0.7286,0.702,0.7634,0.1029,0.2096,0.56,0.1242,0.6712,6.288,0.7286,0.8149,0.8149,0.7286,0.6468,0.8197,0.2096,0.0997,0.0997,0.0998,0.0525,1.0,0.999,0.0525,1.0,0.9977
hyperparam,historical,3,0.25,True,True,calibration_percentile,fused_u,1,f1_optimal_eval,0.8281,0.7928,0.8629,0.3238,0.501,0.295,0.4522,0.5616,0.9035,0.8281,0.8465,0.817,0.7261,0.6456,0.8454,0.501,0.4917,0.1899,0.0439,0.2712,0.1461,0.0217,0.5556,0.0228,0.001
hyperparam,historical,3,0.25,False,True,calibration_percentile,fused_u,1,f1_optimal_eval,0.7261,0.7027,0.7634,0.1022,0.2104,0.675,0.1254,0.653,6.0455,0.7261,0.817,0.817,0.7261,0.6456,0.8276,0.2104,0.0996,0.0997,0.0997,0.0524,1.0,0.9997,0.0524,1.0,0.9997
hyperparam,historical,3,0.5,True,True,calibration_percentile,fused_u,1,f1_optimal_eval,0.83,0.7958,0.8626,0.2978,0.4762,0.345,0.4211,0.5479,1.0005,0.83,0.846,0.8255,0.7246,0.6423,0.8444,0.4762,0.2055,0.2215,0.2744,0.1288,0.79,0.2956,0.1667,0.7763,0.2148
hyperparam,historical,3,0.5,False,True,calibration_percentile,fused_u,1,f1_optimal_eval,0.7246,0.7002,0.7632,0.1021,0.1971,0.8,0.1144,0.7123,7.3249,0.7246,0.8255,0.8255,0.7246,0.6423,0.8339,0.1971,0.0996,0.0997,0.0997,0.0524,1.0,0.9997,0.0524,1.0,0.9997
hyperparam,historical,3,1.0,True,True,calibration_percentile,fused_u,1,f1_optimal_eval,0.814,0.78,0.8462,0.2366,0.4234,0.405,0.3613,0.5114,1.2006,0.814,0.8293,0.814,0.7246,0.6347,0.8308,0.4234,0.1286,0.1335,0.1388,0.072,0.9178,0.6549,0.0752,0.9087,0.6187
hyperparam,historical,3,1.0,False,True,calibration_percentile,fused_u,1,f1_optimal_eval,0.7246,0.7002,0.7632,0.1021,0.1677,0.925,0.0933,0.8265,10.666,0.7246,0.814,0.814,0.7246,0.6347,0.8215,0.1677,0.0996,0.0997,0.0997,0.0524,1.0,0.9997,0.0524,1.0,0.9997
hyperparam,historical,3,2.0,True,True,calibration_percentile,fused_u,1,f1_optimal_eval,0.7756,0.743,0.8057,0.1599,0.2661,0.445,0.1715,0.5936,3.808,0.7756,0.8131,0.8067,0.7246,0.6251,0.8136,0.2661,0.1156,0.1175,0.1214,0.0627,0.9452,0.7825,0.0649,0.9406,0.7499
hyperparam,historical,3,2.0,False,True,calibration_percentile,fused_u,1,f1_optimal_eval,0.7246,0.7002,0.7632,0.1021,0.101,0.985,0.0532,1.0,23.6362,0.7246,0.8067,0.8067,0.7246,0.6251,0.8071,0.101,0.0996,0.0997,0.0997,0.0524,1.0,0.9997,0.0524,1.0,0.9997
hyperparam,historical,6,0.1,True,True,calibration_percentile,fused_u,1,f1_optimal_eval,0.8346,0.7999,0.8701,0.4883,0.6371,0.17,0.7439,0.5571,0.2547,0.8346,0.8636,0.8313,0.7268,0.6867,0.8575,0.6371,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hyperparam,historical,6,0.1,False,True,calibration_percentile,fused_u,1,f1_optimal_eval,0.7268,0.7026,0.7618,0.1042,0.2091,0.675,0.1247,0.6484,6.0455,0.7268,0.8313,0.8313,0.7268,0.6867,0.8435,0.2091,0.0996,0.0997,0.0997,0.0524,1.0,0.9997,0.0524,1.0,0.9997
hyperparam,historical,6,0.25,True,True,calibration_percentile,fused_u,1,f1_optimal_eval,0.8416,0.8071,0.8749,0.4957,0.6234,0.235,0.7229,0.5479,0.2789,0.8416,0.8613,0.8417,0.727,0.6793,0.8569,0.6234,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hyperparam,historical,6,0.25,False,True,calibration_percentile,fused_u,1,f1_optimal_eval,0.727,0.7039,0.7625,0.1043,0.2017,0.845,0.118,0.6941,6.8883,0.727,0.8417,0.8417,0.727,0.6793,0.8522,0.2017,0.0996,0.0997,0.0997,0.0524,1.0,0.9997,0.0524,1.0,0.9997
hyperparam,historical,6,0.5,True,True,calibration_percentile,fused_u,1,f1_optimal_eval,0.8432,0.8073,0.8762,0.4721,0.6059,0.315,0.7338,0.516,0.2486,0.8432,0.8571,0.8302,0.7259,0.6635,0.8538,0.6059,0.3682,0.4592,0.5955,0.3613,0.6301,0.0616,0.6522,0.5479,0.0162
hyperparam,historical,6,0.5,False,True,calibration_percentile,fused_u,1,f1_optimal_eval,0.7259,0.7026,0.761,0.1042,0.1667,0.955,0.0933,0.7808,10.0778,0.7259,0.8302,0.8302,0.7259,0.6635,0.8342,0.1667,0.0996,0.0997,0.0997,0.0524,1.0,0.9997,0.0524,1.0,0.9997
hyperparam,historical,6,1.0,True,True,calibration_percentile,fused_u,1,f1_optimal_eval,0.8214,0.787,0.8539,0.2732,0.4428,0.395,0.3715,0.5479,1.2309,0.8214,0.833,0.814,0.7259,0.6407,0.8338,0.4428,0.132,0.1366,0.141,0.0738,0.9178,0.6372,0.0765,0.895,0.5975
hyperparam,historical,6,1.0,False,True,calibration_percentile,fused_u,1,f1_optimal_eval,0.7259,0.7026,0.761,0.1042,0.0997,0.97,0.0525,1.0,23.9757,0.7259,0.814,0.814,0.7259,0.6407,0.816,0.0997,0.0996,0.0997,0.0997,0.0524,1.0,0.9997,0.0524,1.0,0.9997
hyperparam,historical,6,2.0,True,True,calibration_percentile,fused_u,1,f1_optimal_eval,0.7761,0.7434,0.8062,0.1608,0.2675,0.445,0.1734,0.5845,3.6988,0.7761,0.8131,0.8067,0.7259,0.6259,0.8136,0.2675,0.1156,0.1177,0.1217,0.0628,0.9452,0.7809,0.0651,0.9406,0.7479
hyperparam,historical,6,2.0,False,True,calibration_percentile,fused_u,1,f1_optimal_eval,0.7259,0.7026,0.761,0.1042,0.0997,0.91,0.0525,1.0,23.9879,0.7259,0.8067,0.8067,0.7259,0.6259,0.8076,0.0997,0.0996,0.0997,0.0997,0.0524,1.0,0.9997,0.0524,1.0,0.9997
hyperparam,historical,12,0.1,True,True,calibration_percentile,fused_u,1,f1_optimal_eval,0.8408,0.8071,0.8747,0.4948,0.6205,0.11,0.7076,0.5525,0.3032,0.8408,0.8937,0.8699,0.7078,0.7317,0.8845,0.6205,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hyperparam,historical,12,0.1,False,True,calibration_percentile,fused_u,1,f1_optimal_eval,0.7078,0.6692,0.7349,0.0982,0.1874,0.82,0.1098,0.6393,6.8823,0.7078,0.8699,0.8699,0.7078,0.7317,0.8777,0.1874,0.0996,0.0997,0.0997,0.0524,1.0,0.9997,0.0524,1.0,0.9997
hyperparam,historical,12,0.25,True,True,calibration_percentile,fused_u,1,f1_optimal_eval,0.8443,0.8098,0.8775,0.5054,0.6287,0.205,0.7733,0.5297,0.2062,0.8443,0.8733,0.8454,0.6972,0.7068,0.866,0.6287,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hyperparam,historical,12,0.25,False,True,calibration_percentile,fused_u,1,f1_optimal_eval,0.6972,0.6659,0.7312,0.0944,0.1598,0.965,0.0896,0.7397,9.9869,0.6972,0.8454,0.8454,0.6972,0.7068,0.8492,0.1598,0.0996,0.0997,0.0997,0.0524,1.0,0.9997,0.0524,1.0,0.9997
hyperparam,historical,12,0.5,True,True,calibration_percentile,fused_u,1,f1_optimal_eval,0.8442,0.8085,0.8769,0.4863,0.6105,0.305,0.7205,0.5297,0.2729,0.8442,0.8594,0.8302,0.6949,0.6717,0.8555,0.6105,0.4568,0.5721,0.5621,0.5644,0.5799,0.0248,0.7983,0.4338,0.0061
hyperparam,historical,12,0.5,False,True,calibration_percentile,fused_u,1,f1_optimal_eval,0.6949,0.6643,0.7305,0.0938,0.0998,0.98,0.0525,1.0,23.9515,0.6949,0.8302,0.8302,0.6949,0.6717,0.8304,0.0998,0.0996,0.0997,0.0997,0.0524,1.0,0.9997,0.0524,1.0,0.9997
hyperparam,historical,12,1.0,True,True,calibration_percentile,fused_u,1,f1_optimal_eval,0.8216,0.7871,0.8541,0.274,0.4432,0.395,0.3742,0.5434,1.2067,0.8216,0.8331,0.814,0.6949,0.6424,0.8339,0.4432,0.1322,0.1367,0.1413,0.0739,0.9178,0.6367,0.0767,0.895,0.5963
hyperparam,historical,12,1.0,False,True,calibration_percentile,fused_u,1,f1_optimal_eval,0.6949,0.6643,0.7305,0.0938,0.0997,0.97,0.0525,1.0,23.9757,0.6949,0.814,0.814,0.6949,0.6424,0.8153,0.0997,0.0996,0.0997,0.0997,0.0524,1.0,0.9997,0.0524,1.0,0.9997
hyperparam,historical,12,2.0,True,True,calibration_percentile,fused_u,1,f1_optimal_eval,0.7761,0.7434,0.8061,0.1608,0.2675,0.445,0.1734,0.5845,3.6988,0.7761,0.8131,0.8067,0.6949,0.6272,0.8136,0.2675,0.1156,0.1177,0.1217,0.0628,0.9452,0.7809,0.0651,0.9406,0.7479
hyperparam,historical,12,2.0,False,True,calibration_percentile,fused_u,1,f1_optimal_eval,0.6949,0.6643,0.7305,0.0938,0.0997,0.91,0.0525,1.0,23.9879,0.6949,0.8067,0.8067,0.6949,0.6272,0.8073,0.0997,0.0996,0.0997,0.0997,0.0524,1.0,0.9997,0.0524,1.0,0.9997
hyperparam,historical,24,0.1,True,True,calibration_percentile,fused_u,1,f1_optimal_eval,0.8415,0.8081,0.8755,0.5022,0.6138,0.09,0.7296,0.5297,0.2607,0.8415,0.9086,0.8722,0.6379,0.7875,0.8988,0.6138,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hyperparam,historical,24,0.1,False,True,calibration_percentile,fused_u,1,f1_optimal_eval,0.6379,0.605,0.6756,0.0764,0.1448,0.945,0.0809,0.6849,10.3264,0.6379,0.8722,0.8722,0.6379,0.7875,0.8782,0.1448,0.0996,0.0997,0.0997,0.0524,1.0,0.9997,0.0524,1.0,0.9997
hyperparam,historical,24,0.25,True,True,calibration_percentile,fused_u,1,f1_optimal_eval,0.8447,0.81,0.8777,0.5215,0.6299,0.195,0.7407,0.5479,0.2547,0.8447,0.8741,0.8454,0.6359,0.7188,0.8664,0.6299,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hyperparam,historical,24,0.25,False,True,calibration_percentile,fused_u,1,f1_optimal_eval,0.6359,0.5984,0.671,0.0773,0.1,0.985,0.0526,1.0,23.903,0.6359,0.8454,0.8454,0.6359,0.7188,0.8475,0.1,0.0996,0.0997,0.0997,0.0524,1.0,0.9997,0.0524,1.0,0.9997
hyperparam,historical,24,0.5,True,True,calibration_percentile,fused_u,1,f1_optimal_eval,0.8443,0.8086,0.8771,0.4903,0.6121,0.305,0.725,0.5297,0.2668,0.8443,0.8594,0.8302,0.6301,0.6738,0.8556,0.6121,0.4628,0.5786,0.5509,0.5773,0.5799,0.0235,0.8,0.4201,0.0058
hyperparam,historical,24,0.5,False,True,calibration_percentile,fused_u,1,f1_optimal_eval,0.6301,0.5998,0.6714,0.075,0.0998,0.98,0.0525,1.0,23.9515,0.6301,0.8302,0.8302,0.6301,0.6738,0.8314,0.0998,0.0996,0.0997,0.0997,0.0524,1.0,0.9997,0.0524,1.0,0.9997
hyperparam,historical,24,1.0,True,True,calibration_percentile,fused_u,1,f1_optimal_eval,0.8216,0.7871,0.8541,0.274,0.4432,0.395,0.3742,0.5434,1.2067,0.8216,0.8331,0.814,0.6301,0.6438,0.8339,0.4432,0.1322,0.1367,0.1413,0.0739,0.9178,0.6367,0.0767,0.895,0.5963
hyperparam,historical,24,1.0,False,True,calibration_percentile,fused_u,1,f1_optimal_eval,0.6301,0.5998,0.6714,0.075,0.0997,0.97,0.0525,1.0,23.9757,0.6301,0.814,0.814,0.6301,0.6438,0.8154,0.0997,0.0996,0.0997,0.0997,0.0524,1.0,0.9997,0.0524,1.0,0.9997
hyperparam,historical,24,2.0,True,True,calibration_percentile,fused_u,1,f1_optimal_eval,0.7761,0.7434,0.8061,0.1607,0.2675,0.445,0.1734,0.5845,3.6988,0.7761,0.8131,0.8067,0.6854,0.6287,0.8136,0.2675,0.1156,0.1177,0.1217,0.0628,0.9452,0.7809,0.0651,0.9406,0.7479
hyperparam,historical,24,2.0,False,True,calibration_percentile,fused_u,1,f1_optimal_eval,0.6854,0.4644,0.5415,0.0874,0.0997,0.91,0.0525,1.0,23.9879,0.6854,0.8067,0.8067,0.6854,0.6287,0.8073,0.0997,0.0996,0.0997,0.0997,0.0524,1.0,0.9997,0.0524,1.0,0.9997
hyperparam,physics,1,0.1,True,True,calibration_percentile,fused_u,1,f1_optimal_eval,0.6847,0.4605,0.5387,0.0873,0.0996,0.01,0.0524,1.0,24.0,0.6847,0.5666,0.5666,0.6847,0.5818,0.5666,0.0996,0.0996,0.0996,0.0996,0.0524,1.0,1.0,0.0524,1.0,1.0
hyperparam,physics,1,0.1,False,True,calibration_percentile,fused_u,1,f1_optimal_eval,0.6847,0.4605,0.5387,0.0873,0.0996,0.01,0.0524,1.0,24.0,0.6847,0.5666,0.5666,0.6847,0.5818,0.5666,0.0996,0.0996,0.0996,0.0996,0.0524,1.0,1.0,0.0524,1.0,1.0
hyperparam,physics,1,0.25,True,True,calibration_percentile,fused_u,1,f1_optimal_eval,0.6847,0.4605,0.5387,0.0873,0.0996,0.01,0.0524,1.0,24.0,0.6847,0.5666,0.5666,0.6847,0.5818,0.5666,0.0996,0.0996,0.0996,0.0996,0.0524,1.0,1.0,0.0524,1.0,1.0
hyperparam,physics,1,0.25,False,True,calibration_percentile,fused_u,1,f1_optimal_eval,0.6847,0.4605,0.5387,0.0873,0.0996,0.01,0.0524,1.0,24.0,0.6847,0.5666,0.5666,0.6847,0.5818,0.5666,0.0996,0.0996,0.0996,0.0996,0.0524,1.0,1.0,0.0524,1.0,1.0
hyperparam,physics,1,0.5,True,True,calibration_percentile,fused_u,1,f1_optimal_eval,0.6847,0.4605,0.5387,0.0873,0.0996,0.01,0.0524,1.0,24.0,0.6847,0.5666,0.5666,0.6847,0.5818,0.5666,0.0996,0.0996,0.0996,0.0996,0.0524,1.0,1.0,0.0524,1.0,1.0
hyperparam,physics,1,0.5,False,True,calibration_percentile,fused_u,1,f1_optimal_eval,0.6847,0.4605,0.5387,0.0873,0.0996,0.01,0.0524,1.0,24.0,0.6847,0.5666,0.5666,0.6847,0.5818,0.5666,0.0996,0.0996,0.0996,0.0996,0.0524,1.0,1.0,0.0524,1.0,1.0
hyperparam,physics,1,1.0,True,True,calibration_percentile,fused_u,1,f1_optimal_eval,0.6847,0.4605,0.5387,0.0873,0.0996,0.01,0.0524,1.0,24.0,0.6847,0.5666,0.5666,0.6847,0.5818,0.5666,0.0996,0.0996,0.0996,0.0996,0.0524,1.0,1.0,0.0524,1.0,1.0
hyperparam,physics,1,1.0,False,True,calibration_percentile,fused_u,1,f1_optimal_eval,0.6847,0.4605,0.5387,0.0873,0.0996,0.01,0.0524,1.0,24.0,0.6847,0.5666,0.5666,0.6847,0.5818,0.5666,0.0996,0.0996,0.0996,0.0996,0.0524,1.0,1.0,0.0524,1.0,1.0
hyperparam,physics,1,2.0,True,True,calibration_percentile,fused_u,1,f1_optimal_eval,0.6847,0.4605,0.5387,0.0873,0.0996,0.01,0.0524,1.0,24.0,0.6847,0.5666,0.5666,0.6847,0.5818,0.5666,0.0996,0.0996,0.0996,0.0996,0.0524,1.0,1.0,0.0524,1.0,1.0
hyperparam,physics,1,2.0,False,True,calibration_percentile,fused_u,1,f1_optimal_eval,0.6847,0.4605,0.5387,0.0873,0.0996,0.01,0.0524,1.0,24.0,0.6847,0.5666,0.5666,0.6847,0.5818,0.5666,0.0996,0.0996,0.0996,0.0996,0.0524,1.0,1.0,0.0524,1.0,1.0
hyperparam,physics,3,0.1,True,True,calibration_percentile,fused_u,1,f1_optimal_eval,0.6847,0.4605,0.5387,0.0873,0.0996,0.01,0.0524,1.0,24.0,0.6847,0.5873,0.5805,0.6847,0.6069,0.5873,0.0996,0.0996,0.0996,0.0996,0.0524,1.0,1.0,0.0524,1.0,1.0
hyperparam,physics,3,0.1,False,True,calibration_percentile,fused_u,1,f1_optimal_eval,0.6847,0.4605,0.5387,0.0873,0.0996,0.01,0.0524,1.0,24.0,0.6847,0.5805,0.5805,0.6847,0.6069,0.5805,0.0996,0.0996,0.0996,0.0996,0.0524,1.0,1.0,0.0524,1.0,1.0
hyperparam,physics,3,0.25,True,True,calibration_percentile,fused_u,1,f1_optimal_eval,0.6847,0.4605,0.5387,0.0873,0.0996,0.01,0.0524,1.0,24.0,0.6847,0.5834,0.5715,0.6847,0.6061,0.5834,0.0996,0.0996,0.0996,0.0996,0.0524,1.0,1.0,0.0524,1.0,1.0
hyperparam,physics,3,0.25,False,True,calibration_percentile,fused_u,1,f1_optimal_eval,0.6847,0.4605,0.5387,0.0873,0.0996,0.01,0.0524,1.0,24.0,0.6847,0.5715,0.5715,0.6847,0.6061,0.5715,0.0996,0.0996,0.0996,0.0996,0.0524,1.0,1.0,0.0524,1.0,1.0
hyperparam,physics,3,0.5,True,True,calibration_percentile,fused_u,1,f1_optimal_eval,0.6847,0.4605,0.5387,0.0873,0.0996,0.01,0.0524,1.0,24.0,0.6847,0.5826,0.5705,0.6847,0.6031,0.5826,0.0996,0.0996,0.0996,0.0996,0.0524,1.0,1.0,0.0524,1.0,1.0
hyperparam,physics,3,0.5,False,True,calibration_percentile,fused_u,1,f1_optimal_eval,0.6847,0.4605,0.5387,0.0873,0.0996,0.01,0.0524,1.0,24.0,0.6847,0.5705,0.5705,0.6847,0.6031,0.5705,0.0996,0.0996,0.0996,0.0996,0.0524,1.0,1.0,0.0524,1.0,1.0
hyperparam,physics,3,1.0,True,True,calibration_percentile,fused_u,1,f1_optimal_eval,0.6847,0.4605,0.5387,0.0873,0.0996,0.01,0.0524,1.0,24.0,0.6847,0.5734,0.5699,0.6847,0.5958,0.5734,0.0996,0.0996,0.0996,0.0996,0.0524,1.0,1.0,0.0524,1.0,1.0
hyperparam,physics,3,1.0,False,True,calibration_percentile,fused_u,1,f1_optimal_eval,0.6847,0.4605,0.5387,0.0873,0.0996,0.01,0.0524,1.0,24.0,0.6847,0.5699,0.5699,0.6847,0.5958,0.5699,0.0996,0.0996,0.0996,0.0996,0.0524,1.0,1.0,0.0524,1.0,1.0
hyperparam,physics,3,2.0,True,True,calibration_percentile,fused_u,1,f1_optimal_eval,0.6847,0.4605,0.5387,0.0873,0.0996,0.01,0.0524,1.0,24.0,0.6847,0.5705,0.5646,0.6847,0.5863,0.5705,0.0996,0.0996,0.0996,0.0996,0.0524,1.0,1.0,0.0524,1.0,1.0
hyperparam,physics,3,2.0,False,True,calibration_percentile,fused_u,1,f1_optimal_eval,0.6847,0.4605,0.5387,0.0873,0.0996,0.01,0.0524,1.0,24.0,0.6847,0.5646,0.5646,0.6847,0.5863,0.5646,0.0996,0.0996,0.0996,0.0996,0.0524,1.0,1.0,0.0524,1.0,1.0
hyperparam,physics,6,0.1,True,True,calibration_percentile,fused_u,1,f1_optimal_eval,0.6847,0.4605,0.5387,0.0873,0.0996,0.01,0.0524,1.0,24.0,0.6847,0.6073,0.5816,0.6847,0.6511,0.6073,0.0996,0.0996,0.0996,0.0996,0.0524,1.0,1.0,0.0524,1.0,1.0
hyperparam,physics,6,0.1,False,True,calibration_percentile,fused_u,1,f1_optimal_eval,0.6847,0.4605,0.5387,0.0873,0.0996,0.01,0.0524,1.0,24.0,0.6847,0.5816,0.5816,0.6847,0.6511,0.5816,0.0996,0.0996,0.0996,0.0996,0.0524,1.0,1.0,0.0524,1.0,1.0
hyperparam,physics,6,0.25,True,True,calibration_percentile,fused_u,1,f1_optimal_eval,0.6847,0.4605,0.5387,0.0873,0.0996,0.01,0.0524,1.0,24.0,0.6847,0.6011,0.573,0.6847,0.6432,0.6011,0.0996,0.0996,0.0996,0.0996,0.0524,1.0,1.0,0.0524,1.0,1.0
hyperparam,physics,6,0.25,False,True,calibration_percentile,fused_u,1,f1_optimal_eval,0.6847,0.4605,0.5387,0.0873,0.0996,0.01,0.0524,1.0,24.0,0.6847,0.573,0.573,0.6847,0.6432,0.573,0.0996,0.0996,0.0996,0.0996,0.0524,1.0,1.0,0.0524,1.0,1.0
hyperparam,physics,6,0.5,True,True,calibration_percentile,fused_u,1,f1_optimal_eval,0.6847,0.4605,0.5387,0.0873,0.0996,0.01,0.0524,1.0,24.0,0.6847,0.5938,0.5719,0.6847,0.6249,0.5938,0.0996,0.0996,0.0996,0.0996,0.0524,1.0,1.0,0.0524,1.0,1.0
hyperparam,physics,6,0.5,False,True,calibration_percentile,fused_u,1,f1_optimal_eval,0.6847,0.4605,0.5387,0.0873,0.0996,0.01,0.0524,1.0,24.0,0.6847,0.5719,0.5719,0.6847,0.6249,0.5719,0.0996,0.0996,0.0996,0.0996,0.0524,1.0,1.0,0.0524,1.0,1.0
hyperparam,physics,6,1.0,True,True,calibration_percentile,fused_u,1,f1_optimal_eval,0.6847,0.4605,0.5387,0.0873,0.0996,0.01,0.0524,1.0,24.0,0.6847,0.5808,0.5699,0.6847,0.6015,0.5808,0.0996,0.0996,0.0996,0.0996,0.0524,1.0,1.0,0.0524,1.0,1.0
hyperparam,physics,6,1.0,False,True,calibration_percentile,fused_u,1,f1_optimal_eval,0.6847,0.4605,0.5387,0.0873,0.0996,0.01,0.0524,1.0,24.0,0.6847,0.5699,0.5699,0.6847,0.6015,0.5699,0.0996,0.0996,0.0996,0.0996,0.0524,1.0,1.0,0.0524,1.0,1.0
hyperparam,physics,6,2.0,True,True,calibration_percentile,fused_u,1,f1_optimal_eval,0.6847,0.4605,0.5387,0.0873,0.0996,0.01,0.0524,1.0,24.0,0.6847,0.5769,0.5646,0.6847,0.5871,0.5769,0.0996,0.0996,0.0996,0.0996,0.0524,1.0,1.0,0.0524,1.0,1.0
hyperparam,physics,6,2.0,False,True,calibration_percentile,fused_u,1,f1_optimal_eval,0.6847,0.4605,0.5387,0.0873,0.0996,0.01,0.0524,1.0,24.0,0.6847,0.5646,0.5646,0.6847,0.5871,0.5646,0.0996,0.0996,0.0996,0.0996,0.0524,1.0,1.0,0.0524,1.0,1.0
hyperparam,physics,12,0.1,True,True,calibration_percentile,fused_u,1,f1_optimal_eval,0.6847,0.4605,0.5387,0.0873,0.0996,0.01,0.0524,1.0,24.0,0.6847,0.6173,0.5819,0.6847,0.7182,0.6173,0.0996,0.0996,0.0996,0.0996,0.0524,1.0,1.0,0.0524,1.0,1.0
hyperparam,physics,12,0.1,False,True,calibration_percentile,fused_u,1,f1_optimal_eval,0.6847,0.4605,0.5387,0.0873,0.0996,0.01,0.0524,1.0,24.0,0.6847,0.5819,0.5819,0.6847,0.7182,0.5819,0.0996,0.0996,0.0996,0.0996,0.0524,1.0,1.0,0.0524,1.0,1.0
hyperparam,physics,12,0.25,True,True,calibration_percentile,fused_u,1,f1_optimal_eval,0.6847,0.4605,0.5387,0.0873,0.0996,0.01,0.0524,1.0,24.0,0.6847,0.6069,0.5734,0.6847,0.6812,0.6069,0.0996,0.0996,0.0996,0.0996,0.0524,1.0,1.0,0.0524,1.0,1.0
hyperparam,physics,12,0.25,False,True,calibration_percentile,fused_u,1,f1_optimal_eval,0.6847,0.4605,0.5387,0.0873,0.0996,0.01,0.0524,1.0,24.0,0.6847,0.5734,0.5734,0.6847,0.6812,0.5734,0.0996,0.0996,0.0996,0.0996,0.0524,1.0,1.0,0.0524,1.0,1.0
hyperparam,physics,12,0.5,True,True,calibration_percentile,fused_u,1,f1_optimal_eval,0.6847,0.4605,0.5387,0.0873,0.0996,0.01,0.0524,1.0,24.0,0.6847,0.5983,0.5719,0.6847,0.6345,0.5983,0.0996,0.0996,0.0996,0.0996,0.0524,1.0,1.0,0.0524,1.0,1.0
hyperparam,physics,12,0.5,False,True,calibration_percentile,fused_u,1,f1_optimal_eval,0.6847,0.4605,0.5387,0.0873,0.0996,0.01,0.0524,1.0,24.0,0.6847,0.5719,0.5719,0.6847,0.6345,0.5719,0.0996,0.0996,0.0996,0.0996,0.0524,1.0,1.0,0.0524,1.0,1.0
hyperparam,physics,12,1.0,True,True,calibration_percentile,fused_u,1,f1_optimal_eval,0.6847,0.4605,0.5387,0.0873,0.0996,0.01,0.0524,1.0,24.0,0.6847,0.5852,0.5699,0.6847,0.6031,0.5852,0.0996,0.0996,0.0996,0.0996,0.0524,1.0,1.0,0.0524,1.0,1.0
hyperparam,physics,12,1.0,False,True,calibration_percentile,fused_u,1,f1_optimal_eval,0.6847,0.4605,0.5387,0.0873,0.0996,0.01,0.0524,1.0,24.0,0.6847,0.5699,0.5699,0.6847,0.6031,0.5699,0.0996,0.0996,0.0996,0.0996,0.0524,1.0,1.0,0.0524,1.0,1.0
